LncRNA_ID	LncRNA_Name	ICLIP_EZH2_Raw_TagCount	ICLIP_EZH2_Norm_TagCount	Chrom	Strand	Start	End	Source	Length
G65644		112	119.72811	chr1	-	166885671	166885936	predicted	265
AK054776		112	119.72811	chr7	+	86738854	86740598	predicted	1742
ENST00000459899	RP11-561B11.1	112	119.72811	chr14	-	35857326	35858275	Ensembl	949
CR605695		112	119.72811	chr14	+	81687552	81687911	RNAdb	359
uc002buf.2	BC024169	112	119.72811	chr15	-	98080198	98081456	UCSC_kg	1258
ENST00000514526	RP11-553P9.2	112	119.72811	chr4	+	135988387	136018813	Ensembl	689
ENST00000444085	RP11-175P19.1	112	119.72811	chr3	-	193336397	193345126	Ensembl	411
ENST00000398317	RP11-449I17.4	112	119.72811	chr10	+	30669102	30669991	Ensembl	889
ENST00000492517	RP11-632K21.1	112	119.72811	chr7	-	150238841	150239186	Ensembl	345
AK024158		112	119.72811	chr1	-	113108937	113110932	NRED	1995
ENST00000506338	RP11-386B13.3	112	119.72811	chr4	+	185973049	185983970	Ensembl	848
NR_026847	LOC286359	112	119.72811	chr9	-	100153120	100158973	RefSeq_NR	2034
BC038771		112	119.72811	chr14	+	106916882	106917646	predicted	669
ENST00000435351	RP5-890O3.3	112	119.72811	chr1	+	1314043	1314412	Ensembl	369
ENST00000413151	AC009505.4	112	119.72811	chr2	-	106575539	106578462	Ensembl	424
NR_002894	HIATL2	112	119.72811	chr9	-	99708328	99775862	RefSeq_NR	802
BX648634		112	119.72811	chrY	-	21853830	21856492	predicted	2757
ENST00000509658	RP11-445J14.1	112	119.72811	chr3	-	134229372	134230255	Ensembl	883
L23852		112	119.72811	chr5	+	10541565	10543304	NRED	1711
AK024599		112	119.72811	chr7	+	66163369	66164839	predicted	1492
NR_024165	ZNF323	112	119.72811	chr6	-	28292516	28304152	RefSeq_NR	2563
AK057765		112	119.72811	chr13	+	20666770	20668283	predicted	1519
ENST00000421482	RP11-791O21.5	112	119.72811	chr9	+	91586552	91591213	Ensembl	391
AF251047		112	119.72811	chr1	-	48727902	48728851	predicted	950
ENST00000418255	RP1-118J21.5	112	119.72811	chr1	+	40363416	40364770	Ensembl	785
ENST00000495357	RP11-496B10.5	112	119.72811	chr3	+	180397871	180418237	Ensembl	283
uc002nqy.1	BC128130	112	119.72811	chr19	-	23159097	23170169	UCSC_kg	1052
ENST00000450588	PPIAP3	112	119.72811	chr20	+	36158440	36158945	Ensembl	505
NR_003658	MT1DP	112	119.72811	chr16	+	56677715	56678852	RefSeq_NR	503
ENST00000484311	AC018755.9	112	119.72811	chr19	+	52124388	52124954	Ensembl	566
ENST00000423075	RP11-80I15.4	112	119.72811	chr9	+	97875989	97876743	Ensembl	529
AK126838		111	118.65911	chr11	+	118303362	118305438	RNAdb	2076
ENST00000492683	RP11-64C1.1	111	118.65911	chr3	+	55330227	55334766	Ensembl	1602
AL049340		111	118.65911	chr4	-	69186605	69187849	NRED	1261
BC030754		111	118.65911	chr3	-	113432184	113433267	predicted	1129
ENST00000427728	RP11-350E12.5	111	118.65911	chr9	-	90559190	90559938	Ensembl	748
ENST00000439097	RP11-565H13.2	111	118.65911	chr10	+	21462942	21463977	Ensembl	661
ENST00000508806	RP11-531A21.5	111	118.65911	chr5	-	5375835	5376949	Ensembl	1114
ENST00000453566	RP3-346O6.2	111	118.65911	chrX	+	76983343	76983556	Ensembl	213
BC072451		111	118.65911	chr8	-	79635084	79636609	predicted	1575
ENST00000419709	RP11-415D17.3	111	118.65911	chr6	+	76070564	76096096	Ensembl	506
ENST00000439751	AC011290.4	111	118.65911	chr7	-	39585248	39605838	Ensembl	410
ENST00000417463	KB-1592A4.14	111	118.65911	chr22	-	21532180	21534164	Ensembl	774
ENST00000433081	RP11-458D21.1	111	118.65911	chr1	-	145376124	145382397	Ensembl	814
uc001xsu.1	AK125727	111	118.65911	chr14	-	77248082	77253067	UCSC_kg	1677
ENST00000393653	RP11-518K17.3	111	118.65911	chr9	-	15527130	15527681	Ensembl	549
ENST00000488133	CTD-2538G10.1	111	118.65911	chr14	+	103507805	103508431	Ensembl	626
ENST00000451646	RP3-467L1.4	111	118.65911	chr1	-	7870301	7887402	Ensembl	830
NR_023916	PIN1L	111	118.65911	chr1	+	70385004	70386000	RefSeq_NR	996
ENST00000411881	AP001793.1	111	118.65911	chr18	+	8545634	8546757	Ensembl	801
ENST00000450258	AC108463.2	111	118.65911	chr2	-	111961540	111963792	Ensembl	347
ENST00000429309	AC138972.1	111	118.65911	chr3	-	32676713	32677046	Ensembl	333
NR_001578	TDH	111	118.65911	chr8	+	11197145	11225961	RefSeq_NR	1357
uc003irl.2	CR614646	111	118.65911	chr4	-	168228062	168229940	UCSC_kg	587
ENST00000423621	RP11-236B18.4	111	118.65911	chr10	+	92806922	92821916	Ensembl	445
ENST00000413525	AC010090.1	111	118.65911	chr2	+	145324001	145337001	Ensembl	362
ENST00000505334	RP11-91J3.1	111	118.65911	chr4	-	188362830	188365452	Ensembl	1223
AK024523		111	118.65911	chr13	+	47782883	47784279	predicted	1414
ENST00000412812	AC079630.3	111	118.65911	chr12	-	40579810	40617605	Ensembl	585
ENST00000511702	RPL7AP30	111	118.65911	chr4	-	111320931	111321667	Ensembl	736
NR_033179	TMEM150A	111	118.65911	chr2	-	85825670	85829822	RefSeq_NR	1488
AF116692		111	118.65911	chr3	+	183547191	183602562	predicted	1262
ENST00000384556	AL024509.2	111	118.65911	chr6	-	25287659	25287761	Ensembl	102
BC041924		111	118.65911	chr2	+	41945157	41946686	predicted	1545
ENST00000503901	CTD-2290P7.1	111	118.65911	chr5	+	32522863	32523971	Ensembl	1108
ENST00000447277	RP11-626E13.1	111	118.65911	chr4	+	186587038	186596571	Ensembl	618
ENST00000502452	CTC-250P20.1	111	118.65911	chr5	-	72316526	72317106	Ensembl	580
uc001ejp.3	FLJ39739	111	118.65911	chr1	-	143647638	143744587	UCSC_kg	2387
ENST00000420444	RP11-94N9.1	111	118.65911	chr13	+	47881216	47881436	Ensembl	220
ENST00000428806	AC007365.4	111	118.65911	chr2	+	64892740	64893199	Ensembl	459
ENST00000439878	RP11-74K19.1	111	118.65911	chr1	-	69709054	69715106	Ensembl	434
NR_026827	LOC84856	111	118.65911	chr10	+	42970938	42990784	RefSeq_NR	2322
NR_003952	LOC643955	111	118.65911	chr7	-	62751671	62764434	RefSeq_NR	1783
ENST00000441261	RP4-635A23.3	111	118.65911	chr1	-	185231417	185233488	Ensembl	1152
uc003bgs.2	LOC554174	111	118.65911	chr22	-	46451621	46454040	UCSC_kg	1179
ENST00000424915	RP11-949J7.5	111	118.65911	chr3	+	49460378	49461864	Ensembl	711
ENST00000453673	AC016745.2	111	118.65911	chr2	+	114163972	114164453	Ensembl	481
ENST00000446364	LL22NC03-121E8.3	111	118.65911	chr22	+	48537358	48539046	Ensembl	668
ENST00000480094	RP11-397E7.1	111	118.65911	chr4	+	87791343	87792187	Ensembl	844
ENST00000497896	RP11-615J4.3	111	118.65911	chr3	-	111185159	111215942	Ensembl	411
ENST00000443244	AC079807.1	111	118.65911	chr2	-	48166872	48167360	Ensembl	483
ENST00000439575	RP11-118K6.2	111	118.65911	chr10	+	3052722	3055303	Ensembl	608
ENST00000437286	RP13-507I23.2	110	117.59011	chrX	-	149399287	149401134	Ensembl	701
BC037915		110	117.59011	chr4	+	17654041	17655761	predicted	1738
ENST00000413645	AP000473.5	110	117.59011	chr21	+	18003145	18012952	Ensembl	550
ENST00000497285	RP11-774I5.1	110	117.59011	chr3	-	161534696	161539696	Ensembl	483
ENST00000395823	HMGB1L10	110	117.59011	chr22	+	26956491	26957054	Ensembl	563
ENST00000404229	RP3-422G23.3	110	117.59011	chr6	+	138714509	138714681	Ensembl	172
ENST00000408001	RP3-375P9.2	110	117.59011	chr6	+	34711952	34712450	Ensembl	498
ENST00000415479	AC093850.2	110	117.59011	chr2	+	216582765	216584147	Ensembl	648
BC086877		110	117.59011	chr9	-	90471930	90474314	predicted	2004
HIT000260540		110	117.59011	chr17	+	29361032	29362708	HinvDB	1675
uc004cuh.2	AY660577	110	117.59011	chrX	-	10981491	11125110	UCSC_kg	823
uc001abu.1	AK056486	110	117.59011	chr1	+	846814	850328	UCSC_kg	3043
ENST00000483112	RP11-651P23.6	110	117.59011	chr3	-	149656783	149657586	Ensembl	803
ENST00000425161	RP11-343H5.6	110	117.59011	chr1	-	206807993	206808967	Ensembl	358
ENST00000510488	RP11-438D8.3	110	117.59011	chr3	-	141189475	141190744	Ensembl	1269
ENST00000421161	RP11-13P5.1	110	117.59011	chr6	+	159528822	159537085	Ensembl	845
ENST00000439694	AC009264.1	110	117.59011	chr7	-	136468821	136866518	Ensembl	2160
ENST00000452663	AC004994.2	110	117.59011	chr7	-	18988520	18989385	Ensembl	865
uc003gum.1	AK056558	110	117.59011	chr4	+	39529638	39596327	UCSC_kg	2787
G36581		110	117.59011	chr9	-	6495577	6495999	predicted	422
ENST00000453206	AC016751.3	110	117.59011	chr2	+	176762063	176768960	Ensembl	280
ENST00000454055	AC124944.4	110	117.59011	chr3	+	195570856	195571467	Ensembl	611
uc003ihh.2	BC042886	110	117.59011	chr4	-	138948578	139051839	UCSC_kg	2014
G36453		110	117.59011	chr3	-	161002412	161002824	predicted	412
ENST00000438005	AC012363.12	110	117.59011	chr2	+	120972756	120974855	Ensembl	1594
uc010kxk.1	AK291611	110	117.59011	chr7	-	38369947	38375237	UCSC_kg	1112
ENST00000449858	GAPDHP17	110	117.59011	chrY	+	23023222	23024223	Ensembl	1001
AF009258		110	117.59011	chr5	+	9236100	9236505	predicted	404
uc002qyv.2	BC043509	110	117.59011	chr2	+	7561395	7590379	UCSC_kg	917
AK095780		110	117.59011	chr18	+	33755223	33757890	predicted	2666
uc003fck.2	AY070437	110	117.59011	chr3	+	158458205	158461304	UCSC_kg	1010
NR_024052	HCG18	110	117.59011	chr6	-	30255173	30294927	RefSeq_NR	6814
ENST00000418215	AC000123.4	110	117.59011	chr7	+	126990181	126991577	Ensembl	516
ENST00000431359	AC009223.2	110	117.59011	chr2	+	41370919	41383954	Ensembl	530
ENST00000289890	RP11-420K8.1	110	117.59011	chr1	-	39715509	39723321	Ensembl	558
ENST00000457461	RP11-445N18.6	110	117.59011	chr10	+	45622765	45644362	Ensembl	1784
ENST00000516988	AL391497.1	110	117.59011	chr1	-	90453271	90453503	Ensembl	232
uc009wzz.1	AK055590	110	117.59011	chr1	+	201487830	201499602	UCSC_kg	2329
AK091033		110	117.59011	chr13	-	48627959	48630259	predicted	2300
ENST00000428654	AL928742.12	110	117.59011	chr14	-	106064027	106066420	Ensembl	216
ENST00000372214	RP11-571F15.3	110	117.59011	chr9	-	34223981	34224626	Ensembl	645
ENST00000511755	AC027644.1	110	117.59011	chr7	+	66172046	66175966	Ensembl	2334
ENST00000421721	AC066692.3	110	117.59011	chr2	+	24123562	24124019	Ensembl	457
BC106889		109	116.52111	chr17	+	54967933	54968852	predicted	919
ENST00000454320	U91328.2	109	116.52111	chr6	+	26044216	26044585	Ensembl	369
ENST00000446006	RP11-797H7.3	109	116.52111	chr7	+	64323376	64324748	Ensembl	880
ENST00000446206	RP11-308N19.3	109	116.52111	chr9	-	109377358	109378087	Ensembl	597
AK093907		109	116.52111	chr20	-	3164367	3166330	predicted	1963
ENST00000427605	AC104961.1	109	116.52111	chr18	-	22596397	22597168	Ensembl	771
ENST00000402635	RP4-810F7.1	109	116.52111	chr6	+	23649723	23650002	Ensembl	279
ENST00000421409	CTB-43K6.1	109	116.52111	chr7	+	89375902	89437607	Ensembl	682
NR_024399	MGC23284	109	116.52111	chr16	+	88729780	88753592	RefSeq_NR	942
ENST00000421326	AC016710.1	109	116.52111	chr2	+	140227344	140235317	Ensembl	466
ENST00000436818	GAPDHP26	109	116.52111	chr9	+	103737949	103738964	Ensembl	1015
ENST00000458020	SULT1D1P	109	116.52111	chr4	-	70657589	70679606	Ensembl	882
ENST00000498977	CR392000.2	109	116.52111	chr9	+	139155770	139159083	Ensembl	1994
AY358211		109	116.52111	chr19	-	4041126	4043154	predicted	2052
ENST00000424782	RP5-1014O16.7	109	116.52111	chrX	+	148898831	148899306	Ensembl	475
NR_030775	SHISA4	109	116.52111	chr1	+	201857796	201861715	RefSeq_NR	1375
ENST00000418567	RP11-379B8.1	109	116.52111	chr6	-	82554901	82643197	Ensembl	822
ENST00000425802	RP11-91A18.4	109	116.52111	chr1	+	52499062	52509951	Ensembl	762
ENST00000457066	RP5-1187J4.6	109	116.52111	chr20	+	31904674	31917775	Ensembl	1099
ENST00000421328	RPSAP1	109	116.52111	chr20	-	49747324	49748204	Ensembl	880
ENST00000417003	RP11-157J13.1	109	116.52111	chr10	-	79828457	79829385	Ensembl	928
ENST00000505040	RP11-192H6.2	109	116.52111	chr5	-	25219081	25298721	Ensembl	560
uc001nry.2	BC040894	109	116.52111	chr11	+	61355965	61375017	UCSC_kg	2344
G36799		109	116.52111	chr3	-	82310788	82311243	predicted	455
ENST00000498657	RP4-774E4.1	109	116.52111	chr11	+	29747310	29748112	Ensembl	802
G36925		109	116.52111	chr5	+	33986289	33986635	predicted	346
ENST00000444465	C6orf176	109	116.52111	chr6	-	166322289	166401410	Ensembl	798
G43312		109	116.52111	chr11	-	102208322	102208423	predicted	101
ENST00000452402	RP11-250B2.3	109	116.52111	chr6	+	81153060	81175644	Ensembl	682
ENST00000413159	RP11-302I18.3	109	116.52111	chr1	-	220533072	220533525	Ensembl	245
ENST00000397351	RP6-186E3.1	109	116.52111	chrX	-	40218435	40219982	Ensembl	1545
ENST00000412722	RP11-374F3.3	109	116.52111	chr13	-	30890496	30894040	Ensembl	430
NR_028435	AMT	109	116.52111	chr3	-	49454211	49460111	RefSeq_NR	2201
ENST00000444229	RP11-527F13.1	109	116.52111	chr6	+	126498338	126523385	Ensembl	583
ENST00000422310	RP3-429O6.1	109	116.52111	chr6	+	6901254	6918948	Ensembl	933
BC046210		109	116.52111	chr7	-	130619611	130620827	predicted	1233
BC015133		109	116.52111	chr9	-	104149915	104151087	predicted	1189
ENST00000416349	RP11-385M4.1	109	116.52111	chr1	-	209320611	209328446	Ensembl	473
ENST00000434246	RP11-484D18.4	109	116.52111	chr3	-	176728506	176728855	Ensembl	349
ENST00000504129	CTC-498J12.3	109	116.52111	chr5	-	68408938	68432221	Ensembl	946
ENST00000457574	GS1-324M7.3	109	116.52111	chrX	+	12843958	12844952	Ensembl	686
NR_024245	FAM178A	109	116.52111	chr10	+	102672325	102673642	RefSeq_NR	1370
ENST00000418379	RP11-15K3.1	109	116.52111	chr10	-	92162277	92300562	Ensembl	981
ENST00000504014	CTD-2037L6.1	109	116.52111	chr5	+	57457023	57457579	Ensembl	556
ENST00000398321	AC007000.7	109	116.52111	chr7	-	76713201	76751433	Ensembl	1068
ENST00000426157	RP11-121A14.2	109	116.52111	chr9	-	127021528	127023435	Ensembl	308
ENST00000450749	RP6-145B8.4	109	116.52111	chrX	-	85383896	85384574	Ensembl	678
uc004exm.2	BC007360	109	116.52111	chrX	-	133678458	133680653	UCSC_kg	646
ENST00000445363	AC010240.2	109	116.52111	chr5	+	132278623	132280742	Ensembl	1205
uc002wjr.2	BC042140	108	115.45211	chr20	+	3789140	3793080	UCSC_kg	705
ENST00000440088	AC090421.1	108	115.45211	chr7	-	77286976	77325582	Ensembl	2029
AY927440		108	115.45211	chr22	+	30805243	30824976	RNAdb	302
ENST00000396565	AC133565.1	108	115.45211	chr16	+	10205235	10206740	Ensembl	1497
NR_029453	LOC440335	108	115.45211	chr16	+	4838397	4846281	RefSeq_NR	890
ENST00000434731	RP11-497J7.2	108	115.45211	chrX	+	35779615	35780596	Ensembl	981
ENST00000416361	AC068039.4	108	115.45211	chr2	+	172629991	172632354	Ensembl	2102
uc001uhn.2	BC037858	108	115.45211	chr12	-	127354041	127359189	UCSC_kg	1433
ENST00000456086	RP11-323K10.1	108	115.45211	chr1	+	215116465	215116883	Ensembl	418
BC040048		108	115.45211	chr14	+	71648216	71648742	predicted	596
ENST00000417039	AC016995.3	108	115.45211	chr2	-	38633869	38742882	Ensembl	1156
ENST00000488310	RP4-584D14.5	108	115.45211	chr7	-	150060865	150069679	Ensembl	577
AY927550		108	115.45211	chr22	-	47098521	47099302	RNAdb	824
uc003fjb.1	AF279780	108	115.45211	chr3	-	178243274	178578185	UCSC_kg	1768
ENST00000426697	AY269186.2	108	115.45211	chr3	-	95030	96029	Ensembl	399
BC092495		108	115.45211	chr3	-	141377588	141379350	predicted	1740
uc002jyx.1	AF258550	108	115.45211	chr17	+	78977134	78978830	UCSC_kg	1696
ENST00000511741	RP11-294J22.3	108	115.45211	chr17	+	48781322	48782923	Ensembl	636
ENST00000435651	AC026167.1	108	115.45211	chr3	+	6190170	6407572	Ensembl	299
NR_027412	LOC100130581	108	115.45211	chr17	-	41447212	41466266	RefSeq_NR	2688
G36926		108	115.45211	chr2	-	203167753	203168383	predicted	630
ENST00000420129	RP11-30C8.1	108	115.45211	chr13	-	73981904	73982489	Ensembl	585
HIT000058120		108	115.45211	chr3	-	69812962	69928534	HinvDB	382
uc003szy.1	AK124888	108	115.45211	chr7	+	29040655	29052983	UCSC_kg	3417
ENST00000473352	RP11-392A22.2	108	115.45211	chr3	-	156470851	156534851	Ensembl	566
NR_003085	PMS2	108	115.45211	chr7	-	6012870	6048737	RefSeq_NR	2846
ENST00000445338	RP11-295P9.2	108	115.45211	chr10	-	13633459	13634323	Ensembl	864
ENST00000437920	RP1-148H17.1	108	115.45211	chr20	-	46020672	46041071	Ensembl	750
ENST00000457473	RP11-28P17.2	108	115.45211	chr9	-	75270747	75271108	Ensembl	361
ENST00000500746	AC024361.1	108	115.45211	chr17	-	80671787	80674131	Ensembl	894
ENST00000508823	RP11-121L11.2	108	115.45211	chr5	-	3496342	3504118	Ensembl	768
ENST00000457349	CTD-2173J9.4	108	115.45211	chr10	+	48138656	48139187	Ensembl	240
ENST00000431036	RPL6	108	115.45211	chr22	+	45297426	45298351	Ensembl	925
uc002tcp.2	LOC644617	108	115.45211	chr2	-	105880847	105882690	UCSC_kg	1843
ENST00000430398	KRT8P21	108	115.45211	chr1	+	73570474	73571960	Ensembl	1486
ENST00000456028	AC097517.1	108	115.45211	chr2	-	6766243	6774838	Ensembl	540
ENST00000454818	AC104395.2	108	115.45211	chr2	-	84101831	84103457	Ensembl	1626
ENST00000445166	RP11-73M7.6	108	115.45211	chr1	+	32121709	32125539	Ensembl	362
ENST00000430549	RP11-203P2.1	108	115.45211	chr13	+	78763742	78848472	Ensembl	174
AK027219		107	114.38311	chr14	-	23226761	23228593	predicted	1901
ENST00000463949	RP11-99A1.1	107	114.38311	chr18	+	52411978	52412817	Ensembl	839
AK128008		107	114.38311	chr10	-	133664245	133665844	predicted	1601
ENST00000446470	AF238378.5	107	114.38311	chr8	-	6886162	6887011	Ensembl	261
uc001kmx.1	BC021189	107	114.38311	chr10	+	98862512	98863487	UCSC_kg	672
ENST00000328713	GAPDHP24	107	114.38311	chr1	+	215044076	215045059	Ensembl	983
ENST00000470580	RPS15AP18	107	114.38311	chr5	-	179360804	179361196	Ensembl	392
AK057984		107	114.38311	chr17	+	75559449	75564777	predicted	1767
ENST00000438935	AC007390.6	107	114.38311	chr2	+	37440609	37443336	Ensembl	368
BC030099		107	114.38311	chr12	+	312810	314248	RNAdb	778
ENST00000433817	RP11-272P10.3	107	114.38311	chr9	-	13322804	13323654	Ensembl	850
AF086179		107	114.38311	chr17	-	45016520	45017226	predicted	714
ENST00000456681	AC007464.1	107	114.38311	chr2	-	8064284	8418214	Ensembl	746
ENST00000486137	RP11-719N22.2	107	114.38311	chr3	-	59450055	59496404	Ensembl	698
ENST00000477153	RP11-501O2.3	107	114.38311	chr3	+	147878697	147944382	Ensembl	490
ENST00000445359	RP13-198D9.3	107	114.38311	chr9	+	38643038	38643765	Ensembl	727
uc003imn.2	BC035179	107	114.38311	chr4	+	152877142	152890531	UCSC_kg	2650
ENST00000422494	RP4-788L20.3	107	114.38311	chr20	-	22568159	22588155	Ensembl	659
uc003xia.1	AK057935	107	114.38311	chr8	-	30239641	30242917	UCSC_kg	902
G36536		107	114.38311	chr2	-	30382604	30382925	predicted	321
AK097857		107	114.38311	chr8	-	61878391	61880338	predicted	1950
ENST00000473394	RP11-268I9.1	107	114.38311	chr18	-	19434600	19434948	Ensembl	348
NR_003525	LOC387646	107	114.38311	chr10	-	27534781	27541235	RefSeq_NR	6454
BX647881		107	114.38311	chr3	-	141666274	141669388	predicted	1921
BC029932		107	114.38311	chr9	-	970710	971693	predicted	986
BC084562		107	114.38311	chr1	+	94057634	94068374	RNAdb	1206
AK055706		107	114.38311	chr1	+	112013609	112015704	predicted	2095
ENST00000421400	RP11-417B4.4	107	114.38311	chr9	+	126605314	126605965	Ensembl	651
uc004bew.1	AK095133	107	114.38311	chr9	+	113341512	113343658	UCSC_kg	2146
AK002138		107	114.38311	chr17	+	78144075	78183129	NRED	1733
ENST00000456981	AC002368.4	107	114.38311	chrX	-	147579632	147582135	Ensembl	388
G65583		107	114.38311	chr9	-	10711214	10711421	predicted	207
ENST00000453455	RP11-505C13.1	107	114.38311	chr9	-	111014433	111017100	Ensembl	224
ENST00000414074	RP11-558O12.3	107	114.38311	chrX	+	3577527	3586233	Ensembl	516
ENST00000475925	RP11-402L11.1	107	114.38311	chr4	-	96566102	96566444	Ensembl	342
AF190748		107	114.38311	chr14	-	20947842	20948404	predicted	562
ENST00000443747	RP11-164D18.2	107	114.38311	chr20	+	58090245	58091094	Ensembl	566
uc002xuq.1	AK055386	107	114.38311	chr20	-	47980422	47983826	UCSC_kg	3404
ENST00000495480	RP11-863N1.1	107	114.38311	chr18	+	20166427	20167190	Ensembl	763
ENST00000431691	RP11-3L21.2	107	114.38311	chr1	-	224905205	224918364	Ensembl	837
ENST00000441721	RP1-169P22.1	107	114.38311	chrX	+	143392256	143392818	Ensembl	562
ENST00000441455	RP4-710M16.1	107	114.38311	chr1	-	56673238	56674128	Ensembl	890
ENST00000481334	RP11-501O2.5	107	114.38311	chr3	+	148029933	148117743	Ensembl	390
ENST00000500324	RP11-775H9.2	107	114.38311	chr4	-	137094353	137316626	Ensembl	525
AK023542		107	114.38311	chr2	-	39648532	39650466	NRED	1934
uc010fmf.1	AK311291	107	114.38311	chr2	+	129622178	129626301	UCSC_kg	1086
ENST00000453312	AC068719.1	107	114.38311	chrY	+	8898634	8908029	Ensembl	783
ENST00000365371	AL662870.1	107	114.38311	chr6	+	30832026	30832329	Ensembl	303
ENST00000418025	AC097713.3	107	114.38311	chr2	+	235346971	235370771	Ensembl	562
ENST00000441170	AC092661.2	107	114.38311	chr4	-	118495666	118497329	Ensembl	1663
ENST00000454883	RP11-64I24.2	107	114.38311	chr1	-	174818804	174819306	Ensembl	502
ENST00000437372	AC012485.2	106	113.31411	chr2	-	239207350	239209261	Ensembl	563
ENST00000450891	RP11-196D18.1	106	113.31411	chr7	-	62505204	62514809	Ensembl	419
NR_003720	CSN1S2A	106	113.31411	chr4	+	70933102	70950986	RefSeq_NR	779
ENST00000489210	RP11-84H15.1	106	113.31411	chr12	+	88338662	88344592	Ensembl	767
AK123064		106	113.31411	chr20	+	46904668	46910939	predicted	2003
uc002ylh.1	Z49979	106	113.31411	chr21	-	23540287	23540734	UCSC_kg	447
AK026493		106	113.31411	chr19	-	37168831	37169375	predicted	1608
ENST00000419801	RP1-128O3.4	106	113.31411	chr6	+	108596845	108597750	Ensembl	632
AK054783		106	113.31411	chr8	+	10291538	10293586	predicted	2052
ENST00000392362	AC073135.2	106	113.31411	chr3	+	197846585	197847649	Ensembl	1062
AL137429		106	113.31411	chr11	-	82959132	82960258	RNAdb	1195
ENST00000509318	AC068648.1	106	113.31411	chr12	+	102707353	102709939	Ensembl	1060
ENST00000509121	RP11-30P21.2	106	113.31411	chr4	+	63157276	63158052	Ensembl	354
